experiment,x0,function,x1,n0,n1,n_prime,Q,n,D,abs_D
"n0=0.2,n1=-0.1",-0.75,Sine,-0.6816387600233341,0.2,-0.1,0.05,-0.04485236536869406,0.005147634631305943,0.30035189868634293,0.30035189868634293
"n0=0.2,n1=-0.1",3.1416,Sine,-7.346410206643587e-06,0.2,-0.1,0.05,-1.9999999999460303,-1.9499999999460302,6.426134325330351,6.426134325330351
"n0=0.2,n1=-0.1",1.4142,Sine,0.9877638309353215,0.2,-0.1,0.05,-0.3946008914047187,-0.3446008914047187,0.44695028398690156,0.44695028398690156
"n0=0.2,n1=-0.1",-2.7183,Sine,-0.41076472282491605,0.2,-0.1,0.05,-1.828557108193887,-1.778557108193887,-3.8040832696278972,3.8040832696278972
"n0=0.2,n1=-0.1",100.0,Sine,-0.5063656411097588,0.2,-0.1,0.05,-0.012194078924783013,0.03780592107521699,-3.4997357269846963,3.4997357269846963
"n0=0.2,n1=-0.1",-100.0,Sine,0.5063656411097588,0.2,-0.1,0.05,-0.012194078924783013,0.03780592107521699,4.099735726984696,4.099735726984696
"n0=0.2,n1=-0.1",0.0001,Sine,9.999999983333334e-05,0.2,-0.1,0.05,-1.6666666106652385e-17,0.04999999999999999,0.2999999999999917,0.2999999999999917
"n0=0.2,n1=-0.1",-0.0001,Sine,-9.999999983333334e-05,0.2,-0.1,0.05,-1.6666666106652385e-17,0.04999999999999999,0.30000000000000837,0.30000000000000837
"n0=0.2,n1=-0.1",10.0,Sine,-0.5440211108893698,0.2,-0.1,0.05,-1.6947058838978188,-1.6447058838978188,17.641813561022563,17.641813561022563
"n0=0.2,n1=-0.1",-10.0,Sine,0.5440211108893698,0.2,-0.1,0.05,-1.6947058838978188,-1.6447058838978188,-17.041813561022558,17.041813561022558
"n0=0.2,n1=-0.1",7.0,Sine,0.6569865987187891,0.2,-0.1,0.05,-0.03793395467117413,0.012066045328825874,0.22346491277879096,0.22346491277879096
"n0=0.2,n1=-0.1",-7.0,Sine,-0.6569865987187891,0.2,-0.1,0.05,-0.03793395467117413,0.012066045328825874,0.3765350872212091,0.3765350872212091
"n0=0.2,n1=-0.1",1.0,Gaussian,0.6065306597126334,0.2,-0.1,0.05,-0.2843167202923702,-0.23431672029237022,0.39219644535173837,0.39219644535173837
"n0=0.2,n1=-0.1",2.0,Gaussian,0.1353352832366127,0.2,-0.1,0.05,-1.0613647229209167,-1.0113647229209166,2.1858561146098126,2.1858561146098126
"n0=0.2,n1=-0.1",5.0,Gaussian,3.726653172078671e-06,0.2,-0.1,0.05,-1.2533096921333935,-1.2033096921333934,6.316543976349085,6.316543976349085
"n0=0.2,n1=-0.1",-1.0,Gaussian,0.6065306597126334,0.2,-0.1,0.05,1.4269320634919271,1.4769320634919272,2.672736642312427,2.672736642312427
"n0=0.2,n1=-0.1",-2.0,Gaussian,0.1353352832366127,0.2,-0.1,0.05,1.3312113037242996,1.3812113037242997,3.2493492304477387,3.2493492304477387
"n0=0.2,n1=-0.1",-5.0,Gaussian,3.726653172078671e-06,0.2,-0.1,0.05,1.2533171454397367,1.3033171454397368,6.816590584209657,6.816590584209657
"n0=0.2,n1=-0.1",0.5,Gaussian,0.8824969025845955,0.2,-0.1,0.05,0.30025261195931396,0.35025261195931395,0.4339705391966018,0.4339705391966018
"n0=0.2,n1=-0.1",0.25,Gaussian,0.9692332344763441,0.2,-0.1,0.05,0.5892563149246648,0.6392563149246648,0.7597743870426953,0.7597743870426953
"n0=0.2,n1=-0.1",-0.75,Gaussian,0.7548396019890073,0.2,-0.1,0.05,1.374133703244097,1.424133703244097,2.4430927951689783,2.4430927951689783
"n0=0.2,n1=-0.1",3.1416,Gaussian,0.007191717372991187,0.2,-0.1,0.05,-1.2440165705497734,-1.1940165705497734,4.042535428325106,4.042535428325106
"n0=0.2,n1=-0.1",1.4142,Gaussian,0.36788649716679084,0.2,-0.1,0.05,-0.6964098671432455,-0.6464098671432454,0.9763473723565984,0.9763473723565984
"n0=0.2,n1=-0.1",-2.7183,Gaussian,0.02485795529687506,0.2,-0.1,0.05,1.2699454969436892,1.3199454969436892,3.9208189904993684,3.9208189904993684
"n0=0.2,n1=-0.1",100.0,Gaussian,0.0,0.2,-0.1,0.05,-1.2533141373155003,-1.2033141373155003,120.63141373155003,120.63141373155003
"n0=0.2,n1=-0.1",-100.0,Gaussian,0.0,0.2,-0.1,0.05,1.2533141373155003,1.3033141373155004,130.63141373155003,130.63141373155003
"n0=0.2,n1=-0.1",0.0001,Gaussian,0.999999995,0.2,-0.1,0.05,0.8555243888596623,0.9055243888596624,1.2054338318931543,1.2054338318931543
"n0=0.2,n1=-0.1",-0.0001,Gaussian,0.999999995,0.2,-0.1,0.05,0.8557243888593289,0.9057243888593289,1.2058149567695928,1.2058149567695928
"n0=0.2,n1=-0.1",10.0,Gaussian,1.9287498479639178e-22,0.2,-0.1,0.05,-1.2533141373155003,-1.2033141373155003,12.333141373155001,12.333141373155001
"n0=0.2,n1=-0.1",-10.0,Gaussian,1.9287498479639178e-22,0.2,-0.1,0.05,1.2533141373155003,1.3033141373155004,13.333141373155003,13.333141373155003
"n0=0.2,n1=-0.1",7.0,Gaussian,2.289734845645553e-11,0.2,-0.1,0.05,-1.253314137289395,-1.203314137289395,8.723198960998213,8.723198960998213
"n0=0.2,n1=-0.1",-7.0,Gaussian,2.289734845645553e-11,0.2,-0.1,0.05,1.2533141373351895,1.3033141373351895,9.423198961376169,9.423198961376169
"n0=0.2,n1=-0.1",1.0,Tanh,0.7615941559557649,0.2,-0.1,0.05,-0.1681108158519928,-0.1181108158519928,0.3281583087439476,0.3281583087439476
"n0=0.2,n1=-0.1",2.0,Tanh,0.9640275800758169,0.2,-0.1,0.05,-0.9183415692135044,-0.8683415692135044,1.1995779167788767,1.1995779167788767
"n0=0.2,n1=-0.1",5.0,Tanh,0.9999092042625951,0.2,-0.1,0.05,-3.8731865356280517,-3.823186535628052,15.593093271552949,15.593093271552949
"n0=0.2,n1=-0.1",-1.0,Tanh,-0.7615941559557649,0.2,-0.1,0.05,-0.1681108158519928,-0.1181108158519928,0.2718416912560524,0.2718416912560524
"n0=0.2,n1=-0.1",-2.0,Tanh,-0.9640275800758169,0.2,-0.1,0.05,-0.9183415692135044,-0.8683415692135044,-0.5995779167788766,0.5995779167788766
"n0=0.2,n1=-0.1",-5.0,Tanh,-0.9999092042625951,0.2,-0.1,0.05,-3.8731865356280517,-3.823186535628052,-14.993093271552947,14.993093271552947
"n0=0.2,n1=-0.1",0.5,Tanh,0.46211715726000974,0.2,-0.1,0.05,-0.016935457165941536,0.033064542834058464,0.2987474211235477,0.2987474211235477
"n0=0.2,n1=-0.1",0.25,Tanh,0.24491866240370913,0.2,-0.1,0.05,-0.0012323687937872208,0.04876763120621278,0.29975219520206986,0.29975219520206986
"n0=0.2,n1=-0.1",-0.75,Tanh,-0.6351489523872873,0.2,-0.1,0.05,-0.06882006430283309,-0.01882006430283309,0.29783849589868105,0.29783849589868105
"n0=0.2,n1=-0.1",3.1416,Tanh,0.9962721308919683,0.2,-0.1,0.05,-2.019373862403698,-1.969373862403698,4.524952631707579,4.524952631707579
"n0=0.2,n1=-0.1",1.4142,Tanh,0.8883827029950047,0.2,-0.1,0.05,-0.42693722484817137,-0.3769372248481714,0.49820011271022957,0.49820011271022957
"n0=0.2,n1=-0.1",-2.7183,Tanh,-0.9913292295625946,0.2,-0.1,0.05,-1.6023045503432856,-1.5523045503432855,-2.3807845852598346,2.3807845852598346
"n0=0.2,n1=-0.1",100.0,Tanh,1.0,0.2,-0.1,0.05,-98.87307198895704,-98.82307198895704,9783.784126906747,9783.784126906747
"n0=0.2,n1=-0.1",-100.0,Tanh,-1.0,0.2,-0.1,0.05,-98.87307198895704,-98.82307198895704,-9783.184126906746,9783.184126906746
"n0=0.2,n1=-0.1",0.0001,Tanh,9.999999966666667e-05,0.2,-0.1,0.05,-3.333333348522415e-17,0.04999999999999997,0.29999999999998334,0.29999999999998334
"n0=0.2,n1=-0.1",-0.0001,Tanh,-9.999999966666667e-05,0.2,-0.1,0.05,-3.333333348522415e-17,0.04999999999999997,0.3000000000000167,0.3000000000000167
"n0=0.2,n1=-0.1",10.0,Tanh,0.9999999958776927,0.2,-0.1,0.05,-8.873071994157707,-8.823071994157706,79.70764798379076,79.70764798379076
"n0=0.2,n1=-0.1",-10.0,Tanh,-0.9999999958776927,0.2,-0.1,0.05,-8.873071994157707,-8.823071994157706,-79.10764798379078,79.10764798379078
"n0=0.2,n1=-0.1",7.0,Tanh,0.9999983369439447,0.2,-0.1,0.05,-5.8730740870585905,-5.823074087058591,35.238454206450164,35.238454206450164
"n0=0.2,n1=-0.1",-7.0,Tanh,-0.9999983369439447,0.2,-0.1,0.05,-5.8730740870585905,-5.823074087058591,-34.63845420645016,34.63845420645016
